Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,away_shots,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
07/11/09,Hearts,Hibernian,0,0,D,0,0,D,21,10,12,7,10,16,12,2,1,2,0,0
07/11/09,Kilmarnock,Dundee United,0,2,A,0,1,A,13,16,7,9,16,15,3,10,0,1,0,0
07/11/09,Rangers,St Mirren,2,1,H,1,0,H,16,6,9,3,12,14,6,4,2,1,0,0
08/11/09,Falkirk,Celtic,3,3,D,0,0,D,14,10,6,9,10,13,4,12,2,2,0,0
21/11/09,Falkirk,Hamilton,2,0,H,0,0,D,9,13,7,8,9,12,2,4,2,0,0,0
21/11/09,Hearts,St Johnstone,1,2,A,1,0,H,7,7,3,4,13,8,3,2,2,1,1,0
21/11/09,Motherwell,Aberdeen,1,1,D,1,0,H,14,15,5,7,7,7,6,5,2,1,0,1
21/11/09,Rangers,Kilmarnock,3,0,H,3,0,H,13,12,9,8,11,15,5,4,0,2,0,0
21/11/09,St Mirren,Hibernian,1,1,D,1,1,D,14,8,3,4,15,6,5,4,1,1,0,0
22/11/09,Dundee United,Celtic,2,1,H,0,0,D,10,7,5,5,19,11,5,7,1,1,0,0
28/11/09,Aberdeen,Rangers,1,0,H,1,0,H,8,19,2,6,18,20,1,5,3,3,1,0
28/11/09,Celtic,St Mirren,3,1,H,2,1,H,15,6,10,4,7,13,6,4,1,2,0,0
28/11/09,Hibernian,Falkirk,2,0,H,1,0,H,19,12,13,4,24,14,5,5,1,2,0,0
28/11/09,Kilmarnock,Hearts,1,2,A,0,0,D,17,10,8,4,16,11,7,2,1,1,0,0
28/11/09,Motherwell,Dundee United,2,2,D,2,1,H,6,13,2,5,13,14,6,1,1,2,0,2
28/11/09,St Johnstone,Hamilton,1,1,D,1,1,D,13,7,7,5,7,10,9,7,0,0,0,0
05/12/09,Celtic,Aberdeen,3,0,H,1,0,H,27,3,13,1,7,12,8,1,0,3,0,1
05/12/09,Dundee United,St Mirren,3,2,H,2,0,H,10,8,4,2,9,18,3,4,2,4,1,0
05/12/09,Falkirk,Rangers,1,3,A,1,2,A,12,17,6,10,12,8,7,7,2,2,0,0
05/12/09,Hibernian,Motherwell,2,0,H,1,0,H,12,1,7,1,22,4,9,8,1,3,0,0
05/12/09,St Johnstone,Kilmarnock,0,1,A,0,1,A,16,4,9,1,6,15,7,2,1,1,0,0
06/12/09,Hamilton,Hearts,2,1,H,2,1,H,16,6,5,3,17,24,4,3,0,3,0,2
12/12/09,Aberdeen,Hamilton,1,2,A,0,1,A,8,6,4,3,14,19,10,0,3,3,0,0
12/12/09,Hearts,Dundee United,0,0,D,0,0,D,8,7,1,2,16,14,4,2,3,0,0,0
12/12/09,Kilmarnock,Hibernian,1,1,D,0,0,D,9,10,7,4,8,15,7,3,0,1,0,0
12/12/09,Motherwell,Celtic,2,3,A,2,1,H,5,22,3,13,8,10,2,8,1,2,0,0
12/12/09,Rangers,St Johnstone,3,0,H,2,0,H,17,6,10,4,6,5,7,5,0,0,0,0
12/12/09,St Mirren,Falkirk,1,1,D,0,0,D,7,8,5,5,7,14,6,6,0,0,0,0
15/12/09,Dundee United,Rangers,0,3,A,0,1,A,6,14,4,7,15,17,12,12,1,2,0,0
19/12/09,Aberdeen,Hibernian,0,2,A,0,1,A,7,3,6,3,11,12,12,4,2,2,1,0
19/12/09,Kilmarnock,Falkirk,1,2,A,1,1,D,11,13,7,5,11,12,6,6,0,1,0,0
19/12/09,Rangers,Motherwell,6,1,H,1,0,H,21,7,11,3,5,5,3,4,0,1,0,0
19/12/09,St Johnstone,St Mirren,1,0,H,1,0,H,7,7,2,3,8,7,11,4,2,1,0,1
20/12/09,Hearts,Celtic,2,1,H,1,1,D,7,17,3,10,14,8,1,10,5,1,0,1
26/12/09,Celtic,Hamilton,2,0,H,1,0,H,22,4,13,1,11,13,8,5,0,1,0,0
26/12/09,Dundee United,Kilmarnock,0,0,D,0,0,D,12,6,6,2,8,14,13,3,1,2,0,0
26/12/09,Falkirk,Hearts,0,1,A,0,1,A,12,4,6,2,17,15,6,11,0,1,0,0
26/12/09,Motherwell,St Johnstone,1,3,A,1,0,H,10,12,6,7,7,11,6,5,0,1,0,0
27/12/09,Hibernian,Rangers,1,4,A,1,2,A,8,9,5,5,7,14,3,8,1,0,0,0
30/12/09,Hearts,Motherwell,1,0,H,1,0,H,12,13,6,8,12,8,3,8,2,1,0,0
30/12/09,Rangers,Dundee United,7,1,H,3,0,H,13,14,11,7,9,13,7,6,2,1,1,0
02/01/10,Dundee United,Aberdeen,0,1,A,0,1,A,17,9,10,3,10,12,6,5,3,2,0,1
02/01/10,St Mirren,Kilmarnock,1,0,H,0,0,D,6,6,2,2,14,14,8,1,3,3,0,0
03/01/10,Celtic,Rangers,1,1,D,0,0,D,18,4,9,3,5,21,9,6,0,4,0,0
03/01/10,Hibernian,Hearts,1,1,D,0,1,A,6,9,3,3,11,13,2,6,2,3,1,1
12/01/10,St Mirren,Aberdeen,1,0,H,0,0,D,3,12,2,5,17,9,2,10,1,0,0,0
13/01/10,Hamilton,Dundee United,0,1,A,0,0,D,6,6,4,5,13,13,3,2,0,2,0,0
16/01/10,Celtic,Falkirk,1,1,D,1,1,D,17,7,6,4,7,14,9,7,0,2,0,0
16/01/10,Dundee United,Hibernian,1,0,H,1,0,H,12,11,6,3,10,11,9,6,0,2,0,0
16/01/10,Hamilton,Rangers,0,1,A,0,0,D,10,13,5,6,10,5,5,1,1,0,0,0
16/01/10,Hearts,St Mirren,1,0,H,1,0,H,9,3,4,1,13,14,6,5,2,4,0,0
16/01/10,Kilmarnock,Motherwell,0,3,A,0,0,D,11,15,5,8,12,8,5,7,2,1,0,0
23/01/10,Aberdeen,Kilmarnock,1,0,H,0,0,D,13,5,7,3,6,7,7,2,0,0,0,0
23/01/10,Hibernian,Hamilton,5,1,H,3,0,H,16,12,10,7,7,10,4,5,1,2,0,0
23/01/10,Motherwell,St Mirren,2,0,H,0,0,D,14,8,4,3,10,18,5,2,1,2,0,0
23/01/10,Rangers,Hearts,1,1,D,0,0,D,20,8,11,4,8,12,5,2,1,2,0,1
24/01/10,Falkirk,Dundee United,1,4,A,0,2,A,10,14,7,8,13,11,2,9,2,1,0,0
24/01/10,St Johnstone,Celtic,1,4,A,1,0,H,4,29,2,17,14,8,2,11,1,1,1,0
26/01/10,Hamilton,Kilmarnock,0,0,D,0,0,D,10,7,5,4,12,12,8,4,1,1,0,0
27/01/10,Celtic,Hibernian,1,2,A,1,1,D,16,7,9,4,10,14,16,2,1,2,0,0
27/01/10,Dundee United,St Johnstone,3,3,D,0,2,A,13,9,9,4,14,14,3,4,2,4,0,0
27/01/10,Falkirk,Motherwell,0,0,D,0,0,D,10,9,5,7,18,11,5,8,4,0,0,1
27/01/10,Hearts,Aberdeen,0,3,A,0,1,A,9,12,4,6,9,12,5,2,0,2,0,0
27/01/10,St Mirren,Rangers,0,2,A,0,1,A,11,20,5,15,11,9,5,5,1,1,0,0
30/01/10,Aberdeen,Motherwell,0,3,A,0,1,A,16,16,13,11,10,13,13,6,2,1,0,0
30/01/10,Hamilton,Celtic,0,1,A,0,0,D,4,13,1,6,7,9,5,6,0,1,0,0
30/01/10,Hibernian,St Mirren,2,1,H,1,1,D,11,2,7,1,12,7,6,3,0,0,0,0
30/01/10,Kilmarnock,Dundee United,4,4,D,2,3,A,13,13,8,7,10,11,11,6,0,0,0,0
30/01/10,Rangers,Falkirk,3,0,H,1,0,H,15,8,8,7,8,9,4,4,0,2,0,0
30/01/10,St Johnstone,Hearts,1,0,H,0,0,D,15,4,9,1,11,6,7,3,2,1,0,0
02/02/10,Aberdeen,Falkirk,0,1,A,0,1,A,8,10,3,6,11,11,8,5,1,4,0,0
02/02/10,Kilmarnock,Celtic,1,0,H,0,0,D,2,6,1,2,10,8,3,15,0,2,0,0
06/02/10,Motherwell,Hamilton,1,0,H,0,0,D,9,10,6,6,13,16,4,4,1,1,0,0
10/02/10,Celtic,Hearts,2,0,H,0,0,D,12,0,6,0,8,7,5,5,1,4,0,0
10/02/10,Dundee United,Hamilton,0,2,A,0,2,A,8,12,4,4,15,8,5,7,2,3,0,0
10/02/10,Falkirk,Kilmarnock,0,1,A,0,0,D,7,9,1,7,10,12,7,5,0,2,0,0
10/02/10,Hibernian,Aberdeen,2,2,D,0,2,A,13,9,6,4,13,16,10,0,3,2,0,0
10/02/10,Motherwell,Rangers,1,1,D,1,0,H,10,9,7,6,10,10,4,3,1,2,0,0
10/02/10,St Mirren,St Johnstone,1,1,D,0,1,A,13,16,8,5,12,20,4,3,2,2,0,0
13/02/10,Aberdeen,Celtic,4,4,D,2,2,D,8,18,6,15,13,14,4,6,2,2,0,1
13/02/10,Hamilton,Motherwell,0,0,D,0,0,D,16,6,10,1,16,13,5,3,1,2,0,0
13/02/10,Hearts,Falkirk,3,2,H,1,1,D,9,5,5,1,10,11,2,3,1,1,0,0
13/02/10,Kilmarnock,St Johnstone,3,2,H,1,1,D,9,8,4,5,9,11,4,4,0,2,0,0
13/02/10,St Mirren,Dundee United,1,2,A,0,0,D,12,14,4,6,9,17,6,3,0,4,0,0
14/02/10,Rangers,Hibernian,3,0,H,0,0,D,12,9,6,6,12,12,5,4,3,1,0,0
17/02/10,St Johnstone,Hibernian,5,1,H,2,0,H,14,3,10,2,12,11,11,2,1,0,0,1
20/02/10,Celtic,Dundee United,1,0,H,1,0,H,15,7,12,2,10,17,14,3,3,2,0,0
20/02/10,Falkirk,Aberdeen,3,1,H,2,1,H,13,7,9,5,13,17,4,7,0,3,0,0
20/02/10,Kilmarnock,St Mirren,1,1,D,1,0,H,11,9,4,3,18,13,3,8,2,2,0,0
20/02/10,Motherwell,Hibernian,1,0,H,0,0,D,10,4,6,2,11,14,6,2,1,0,0,1
21/02/10,Hearts,Hamilton,2,0,H,0,0,D,12,6,3,3,10,14,9,9,2,1,0,0
27/02/10,Aberdeen,Hearts,0,1,A,0,0,D,12,7,7,5,15,15,5,0,3,3,0,1
27/02/10,Dundee United,Falkirk,3,0,H,2,0,H,11,8,6,4,10,9,2,9,1,2,0,0
27/02/10,Hibernian,St Johnstone,1,1,D,1,0,H,6,10,6,7,19,16,1,5,4,3,0,0
27/02/10,Motherwell,Kilmarnock,1,0,H,0,0,D,8,5,7,3,14,15,8,3,1,1,0,0
27/02/10,St Mirren,Hamilton,0,0,D,0,0,D,7,11,5,3,15,21,1,6,2,4,0,0
28/02/10,Rangers,Celtic,1,0,H,0,0,D,14,4,11,2,15,15,10,0,2,2,0,1
06/03/10,Hamilton,Aberdeen,1,1,D,0,0,D,8,5,1,3,11,11,9,7,4,3,0,0
06/03/10,Hibernian,Kilmarnock,1,0,H,0,0,D,6,3,2,0,14,9,2,2,0,1,0,0
06/03/10,Rangers,St Mirren,3,1,H,1,1,D,25,12,16,7,10,10,6,3,1,1,0,0
06/03/10,St Johnstone,Motherwell,1,2,A,1,1,D,16,11,11,9,6,7,7,3,0,1,0,0
07/03/10,Dundee United,Hearts,1,0,H,0,0,D,19,6,7,3,8,12,10,4,0,0,0,0
07/03/10,Falkirk,Celtic,0,2,A,0,1,A,11,9,5,8,10,10,9,8,2,0,0,0
09/03/10,Kilmarnock,Rangers,0,2,A,0,0,D,7,12,5,5,8,13,4,7,3,1,0,0
09/03/10,St Mirren,Motherwell,0,0,D,0,0,D,12,7,8,3,7,10,5,2,0,0,0,0
13/03/10,Falkirk,St Johnstone,1,2,A,1,1,D,11,10,6,6,14,16,8,1,2,1,0,0
13/03/10,Hamilton,St Mirren,1,0,H,0,0,D,8,10,4,4,14,13,8,2,5,5,0,0
13/03/10,Motherwell,Hearts,3,1,H,2,0,H,10,6,7,2,10,19,6,2,1,3,0,0
16/03/10,St Johnstone,Aberdeen,1,0,H,1,0,H,17,11,13,7,11,10,4,5,1,1,0,0
20/03/10,Aberdeen,Dundee United,2,2,D,2,2,D,8,16,3,7,12,17,6,4,3,1,0,0
20/03/10,Celtic,St Johnstone,3,0,H,1,0,H,13,5,5,2,4,12,7,1,0,3,0,0
20/03/10,Hamilton,Falkirk,2,2,D,0,1,A,8,5,6,4,7,14,5,3,2,3,0,0
20/03/10,Hearts,Hibernian,2,1,H,2,0,H,19,14,10,4,12,13,9,3,1,1,0,0
23/03/10,St Johnstone,Falkirk,1,1,D,1,1,D,7,13,2,6,17,15,1,4,2,2,0,0
24/03/10,Kilmarnock,Hamilton,1,2,A,0,2,A,7,10,4,6,17,16,2,6,3,2,0,0
24/03/10,St Mirren,Celtic,4,0,H,1,0,H,10,9,7,6,13,10,4,4,0,1,0,0
27/03/10,Aberdeen,St Mirren,2,1,H,1,0,H,14,10,9,7,12,12,5,2,1,1,1,0
27/03/10,Celtic,Kilmarnock,3,1,H,1,0,H,22,2,13,1,8,13,10,5,1,3,0,0
27/03/10,Dundee United,Motherwell,3,0,H,2,0,H,4,8,3,2,10,10,5,7,0,0,1,0
27/03/10,Falkirk,Hibernian,1,3,A,1,3,A,16,13,6,6,10,16,13,5,2,2,0,0
27/03/10,Hamilton,St Johnstone,1,0,H,1,0,H,7,3,2,2,10,11,4,5,1,4,0,0
27/03/10,Hearts,Rangers,1,4,A,1,2,A,10,8,6,7,14,9,6,5,2,1,0,0
30/03/10,St Johnstone,Rangers,4,1,H,3,1,H,15,9,9,6,9,12,2,5,2,1,0,0
31/03/10,Hibernian,Dundee United,2,4,A,1,2,A,7,5,2,3,20,10,9,7,2,1,0,0
03/04/10,Motherwell,Falkirk,0,1,A,0,1,A,12,7,8,4,7,10,6,0,0,0,0,0
03/04/10,Rangers,Hamilton,1,0,H,1,0,H,18,8,7,2,11,15,8,10,0,1,0,0
03/04/10,St Mirren,Hearts,1,1,D,1,0,H,6,5,3,2,12,15,8,9,0,1,0,0
04/04/10,Hibernian,Celtic,0,1,A,0,0,D,9,10,4,6,24,15,2,8,5,3,0,0
04/04/10,Kilmarnock,Aberdeen,2,0,H,1,0,H,13,7,6,2,10,11,4,8,2,4,0,0
05/04/10,St Johnstone,Dundee United,0,1,A,0,0,D,10,3,4,3,9,10,9,4,2,1,0,0
07/04/10,Rangers,Aberdeen,3,1,H,1,0,H,6,5,3,2,7,4,4,1,0,1,0,0
10/04/10,Falkirk,St Mirren,2,1,H,1,0,H,10,7,5,4,11,12,10,5,1,2,0,0
10/04/10,Hamilton,Hibernian,4,1,H,1,1,D,5,7,4,4,13,12,11,10,0,0,0,0
10/04/10,Hearts,Kilmarnock,1,0,H,1,0,H,13,7,5,3,16,12,8,5,2,2,0,0
11/04/10,Aberdeen,St Johnstone,1,3,A,1,2,A,8,5,4,4,13,11,7,2,1,3,0,0
13/04/10,Celtic,Motherwell,2,1,H,0,0,D,15,7,8,5,14,8,7,2,1,2,0,0
14/04/10,Dundee United,Rangers,0,0,D,0,0,D,6,16,2,7,13,14,0,4,0,3,1,0
17/04/10,Aberdeen,Falkirk,1,0,H,1,0,H,7,2,4,1,16,9,4,2,2,2,0,0
17/04/10,Celtic,Hibernian,3,2,H,1,1,D,20,7,9,4,12,17,5,2,0,3,0,0
17/04/10,Hamilton,Kilmarnock,3,0,H,0,0,D,12,2,9,2,11,12,13,4,2,3,0,0
17/04/10,St Johnstone,St Mirren,2,2,D,0,1,A,9,9,3,4,12,11,1,2,1,2,0,0
18/04/10,Motherwell,Dundee United,2,3,A,1,2,A,13,6,5,5,11,12,6,4,1,1,0,0
18/04/10,Rangers,Hearts,2,0,H,0,0,D,12,7,5,3,6,12,8,2,0,5,0,1
24/04/10,Falkirk,Hamilton,0,1,A,0,1,A,9,5,3,2,10,15,8,3,2,2,0,0
24/04/10,Hearts,Motherwell,0,2,A,0,2,A,9,15,5,11,16,10,2,4,0,1,0,0
24/04/10,St Johnstone,Aberdeen,1,1,D,0,1,A,19,8,10,3,9,19,7,3,0,2,0,0
24/04/10,St Mirren,Kilmarnock,1,0,H,0,0,D,7,7,3,1,11,17,6,5,3,2,0,0
25/04/10,Dundee United,Celtic,0,2,A,0,1,A,9,14,6,6,21,13,6,6,6,2,1,0
25/04/10,Hibernian,Rangers,0,1,A,0,1,A,11,13,5,5,11,15,6,5,1,2,0,0
01/05/10,Aberdeen,Hamilton,1,3,A,0,1,A,6,18,4,10,21,11,4,9,5,0,2,0
01/05/10,Celtic,Motherwell,4,0,H,0,0,D,12,5,6,3,10,12,8,6,0,1,0,0
01/05/10,Dundee United,Rangers,1,2,A,0,2,A,6,7,1,6,10,11,8,6,2,1,0,0
01/05/10,Falkirk,St Mirren,1,1,D,1,0,H,5,6,2,2,11,8,5,5,2,1,0,1
01/05/10,Hibernian,Hearts,1,2,A,0,0,D,5,8,4,4,18,15,5,8,2,2,0,0
01/05/10,Kilmarnock,St Johnstone,1,2,A,1,1,D,7,9,3,3,17,13,10,2,3,3,0,0
04/05/10,Celtic,Rangers,2,1,H,2,1,H,8,9,3,3,16,14,10,4,4,4,0,1
05/05/10,Aberdeen,Kilmarnock,1,2,A,1,0,H,10,11,5,7,11,11,5,1,1,0,0,0
05/05/10,Falkirk,St Johnstone,0,0,D,0,0,D,10,4,5,1,14,17,6,3,0,3,0,0
05/05/10,Hamilton,St Mirren,0,0,D,0,0,D,16,7,5,6,13,18,10,8,2,2,0,0
05/05/10,Hearts,Dundee United,0,0,D,0,0,D,5,4,1,1,11,7,9,4,2,2,0,0
05/05/10,Motherwell,Hibernian,6,6,D,2,4,A,17,12,12,8,11,19,6,1,0,0,0,0
08/05/10,Kilmarnock,Falkirk,0,0,D,0,0,D,4,5,2,0,13,12,10,9,3,1,0,0
08/05/10,St Johnstone,Hamilton,2,3,A,0,2,A,13,10,8,6,9,18,13,3,1,1,0,0
08/05/10,St Mirren,Aberdeen,0,1,A,0,1,A,11,7,7,4,7,6,6,5,0,0,0,0
09/05/10,Dundee United,Hibernian,0,2,A,0,1,A,8,10,4,8,8,15,8,3,1,0,0,0
09/05/10,Hearts,Celtic,1,2,A,1,1,D,13,6,7,3,25,14,6,1,2,3,0,0
09/05/10,Rangers,Motherwell,3,3,D,2,0,H,20,11,10,5,11,12,3,4,0,1,0,0
